u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,lanes,ref,junction,width,bridge,access,tunnel,service,est_width
26165147,1986278379,0,37354497,primary,20 mph,Queen's Road,True,False,16.036762864717158,"LINESTRING (-2.6086303 51.4576267, -2.6085084 51.4575041)",2,A4018,,,,,,,
26165147,1986278381,0,188001750,residential,20 mph,Queen's Avenue,True,False,18.717227137453534,"LINESTRING (-2.6086303 51.4576267, -2.6084641 51.4576391, -2.6083625 51.4576487)",,,,,,,,,
26165148,1970090305,0,574877223,primary,20 mph,Whiteladies Road,False,False,33.37526583673044,"LINESTRING (-2.6086996 51.4597838, -2.6086679 51.4600833)",2,A4018,,,,,,,
26165148,4032728634,0,3552330,primary,20 mph,Whiteladies Road,False,True,27.701983556247196,"LINESTRING (-2.6086996 51.4597838, -2.6087165 51.4596568, -2.6087322 51.4595355)",2,A4018,,,,,,,
26165148,4032728626,0,4315798,tertiary,20 mph,Tyndalls Park Road,False,True,52.70207846042623,"LINESTRING (-2.6086996 51.4597838, -2.608571 51.4597983, -2.6083599 51.4598096, -2.6082027 51.4598183, -2.6080818 51.459832, -2.6079694 51.4598514, -2.6079505 51.4598568)",2,,,,,,,,
26165148,12106877508,0,39019570,tertiary,20 mph,Saint Pauls Road,False,True,79.24627198494429,"LINESTRING (-2.6086996 51.4597838, -2.6088012 51.4597668, -2.6089139 51.4597391, -2.6090238 51.4597103, -2.6091458 51.4596743, -2.6094716 51.4595626, -2.6097171 51.4594648)",2,,,,,,,,
26165149,26167328,0,4315915,service,,Clarence Place,False,False,41.209864224887255,"LINESTRING (-2.6022272 51.4611359, -2.6017161 51.4613255)",,,,,,,,,
26165149,2018970217,0,203035035,tertiary,20 mph,Saint Michael's Hill,False,True,23.979378250673108,"LINESTRING (-2.6022272 51.4611359, -2.6024383 51.4613068)",,,,,,,,,
26165149,26165150,0,203035035,tertiary,20 mph,Saint Michael's Hill,False,False,54.47849377651916,"LINESTRING (-2.6022272 51.4611359, -2.601963 51.4609476, -2.6017142 51.4607646)",,,,,,,,,
26165150,26167329,0,4315916,residential,20 mph,Highbury Villas,False,False,61.09028431111514,"LINESTRING (-2.6017142 51.4607646, -2.6024121 51.4604288)",,,,5,,,,,
26165150,242790325,0,203035035,tertiary,20 mph,Saint Michael's Hill,False,False,24.304121427161984,"LINESTRING (-2.6017142 51.4607646, -2.6014941 51.4605944)",,,,,,,,,
26165150,26165149,0,203035035,tertiary,20 mph,Saint Michael's Hill,False,True,54.47849377651916,"LINESTRING (-2.6017142 51.4607646, -2.601963 51.4609476, -2.6022272 51.4611359)",,,,,,,,,
26165151,1250715235,0,177586107,tertiary,20 mph,Saint Michaels Hill,False,False,4.393201051961699,"LINESTRING (-2.6011695 51.4600741, -2.6011604 51.460035)",2,,,,,,,,
26165151,4426224306,0,4315926,residential,20 mph,Myrtle Road,False,True,26.559468321984525,"LINESTRING (-2.6011695 51.4600741, -2.6010025 51.4601111, -2.600884 51.4601424, -2.6008184 51.460168)",,,,,,,,,
26165151,242790325,0,203035035,tertiary,20 mph,Saint Michael's Hill,False,True,62.677062315126754,"LINESTRING (-2.6011695 51.4600741, -2.6012377 51.4602604, -2.6012486 51.4602831, -2.601294 51.4603686, -2.601354 51.4604536, -2.6013709 51.4604776, -2.6014819 51.4605828, -2.6014941 51.4605944)",,,,,,,,,
26165152,10794781024,0,4315919,unclassified,20 mph,Tyndall Avenue,False,False,96.69787319561866,"LINESTRING (-2.600854 51.4595246, -2.6009359 51.4594976, -2.6020886 51.459119)",,,,,,,,,
26165152,10795195540,0,37354496,tertiary,20 mph,Saint Michaels Hill,False,False,57.95237716708492,"LINESTRING (-2.600854 51.4595246, -2.6005436 51.4592048, -2.6004234 51.4590938, -2.6004084 51.459084)",2,,,,,,,,
26165152,1250715235,0,177586107,tertiary,20 mph,Saint Michaels Hill,False,True,60.91745150205388,"LINESTRING (-2.600854 51.4595246, -2.6009734 51.4596738, -2.6010381 51.4597584, -2.6010963 51.4598595, -2.6011291 51.4599437, -2.6011604 51.460035)",2,,,,,,,,
26165153,4537676027,0,4315924,residential,20 mph,Southwell Street,False,False,76.44277338381936,"LINESTRING (-2.6003177 51.4590263, -2.5996955 51.4594993, -2.5996226 51.4595601)",2,,,,,,,,
26165153,26165154,0,37354496,tertiary,20 mph,Saint Michaels Hill,False,False,48.46423451475523,"LINESTRING (-2.6003177 51.4590263, -2.6002443 51.4589801, -2.6000549 51.4588609, -2.5998622 51.4587378, -2.5998273 51.4587155)",2,,,,,,,,
26165153,10795195540,0,37354496,tertiary,20 mph,Saint Michaels Hill,False,True,8.980771029558799,"LINESTRING (-2.6003177 51.4590263, -2.6003916 51.4590731, -2.6004084 51.459084)",2,,,,,,,,
26165154,2334396122,0,4315920,unclassified,20 mph,Royal Fort Road,False,False,56.394360970754384,"LINESTRING (-2.5998273 51.4587155, -2.599887 51.4586573, -2.5999163 51.4586314, -2.5999241 51.4586245, -2.5999705 51.4585851, -2.6003442 51.458325)",,,,5,,,,,
26165154,2335487861,0,37354496,tertiary,20 mph,Saint Michaels Hill,False,False,91.54290543996552,"LINESTRING (-2.5998273 51.4587155, -2.5996483 51.4585793, -2.5995274 51.4584549, -2.5994448 51.4583506, -2.5993772 51.4582609, -2.5991905 51.4579992)",2,,,,,,,,
26165154,26165153,0,37354496,tertiary,20 mph,Saint Michaels Hill,False,True,48.46423451475522,"LINESTRING (-2.5998273 51.4587155, -2.5998622 51.4587378, -2.6000549 51.4588609, -2.6002443 51.4589801, -2.6003177 51.4590263)",2,,,,,,,,
26166638,974967866,0,4315880,unclassified,20 mph,King William Avenue,False,True,18.414979262947504,"LINESTRING (-2.5948175 51.4513655, -2.5948468 51.4512009)",,,,,,,,,
26166638,26166630,0,194012625,unclassified,20 mph,King William Avenue,True,False,44.52912738774601,"LINESTRING (-2.5948175 51.4513655, -2.5948946 51.45143, -2.5949853 51.451745)",,,,,,,,,
26166664,975869584,0,25663171,tertiary,20 mph,Prince Street,True,False,26.66293993085764,"LINESTRING (-2.596406 51.4518451, -2.5963127 51.4518096, -2.5962513 51.4517757, -2.5962231 51.4517426, -2.5962063 51.4517105, -2.5962053 51.4516814, -2.5962008 51.4516614)",,,,,,,,,
26166664,1422365749,0,"[177212281, 154857354, 177212282]",tertiary,20 mph,Marsh Street,False,False,49.52591899498323,"LINESTRING (-2.596406 51.4518451, -2.5963692 51.4519761, -2.5963229 51.4522452, -2.596317 51.4522868)",2,,,,,,,,
26167328,26165149,0,4315915,service,,Clarence Place,False,True,41.209864224887255,"LINESTRING (-2.6017161 51.4613255, -2.6022272 51.4611359)",,,,,,,,,
26167329,26167330,0,4315916,residential,20 mph,Highbury Villas,False,False,28.851170768600724,"LINESTRING (-2.6024121 51.4604288, -2.6027489 51.4602762)",,,,5,,,,,
26167329,26165150,0,4315916,residential,20 mph,Highbury Villas,False,True,61.09028431111514,"LINESTRING (-2.6024121 51.4604288, -2.6017142 51.4607646)",,,,5,,,,,
26167329,26167334,0,7984541,residential,20 mph,Highbury Villas,False,False,56.674985217919414,"LINESTRING (-2.6024121 51.4604288, -2.6029024 51.4608368)",,,,5,,,,,
26167330,26167329,0,4315916,residential,20 mph,Highbury Villas,False,True,28.851170768600724,"LINESTRING (-2.6027489 51.4602762, -2.6024121 51.4604288)",,,,5,,,,,
26167330,26167332,0,7984542,residential,20 mph,Highbury Villas,False,True,50.30472994793682,"LINESTRING (-2.6027489 51.4602762, -2.6031635 51.4606476)",,,,5,,,,,
26167330,6159086705,0,"[4315916, 657638925]","['service', 'residential']",20 mph,Highbury Villas,False,False,78.58845978228459,"LINESTRING (-2.6027489 51.4602762, -2.6031024 51.4601348, -2.6031536 51.4601143, -2.6034272 51.460484)",,,,5,,,,,
26167332,26167330,0,7984542,residential,20 mph,Highbury Villas,False,False,50.30472994793682,"LINESTRING (-2.6031635 51.4606476, -2.6027489 51.4602762)",,,,5,,,,,
26167334,26167329,0,7984541,residential,20 mph,Highbury Villas,False,True,56.674985217919414,"LINESTRING (-2.6029024 51.4608368, -2.6024121 51.4604288)",,,,5,,,,,
26167335,4414001238,0,4315918,residential,20 mph,Osborne Villas,False,False,33.54543586154521,"LINESTRING (-2.6017224 51.4598638, -2.6019325 51.4601356)",,,,6,,,,,
26167335,10935221426,0,109196963,residential,20 mph,Saint Michaels Park,False,True,22.91539613129786,"LINESTRING (-2.6017224 51.4598638, -2.6014293 51.4599593)",,,,5,,,,,
26167335,10935221491,0,109196963,residential,20 mph,Saint Michaels Park,False,False,37.30938533343337,"LINESTRING (-2.6017224 51.4598638, -2.6021477 51.4597285, -2.602202 51.4597112)",,,,5,,,,,
26167336,10935231429,0,109196963,residential,20 mph,Saint Michaels Park,False,False,27.057479197771162,"LINESTRING (-2.6026798 51.4595594, -2.6030304 51.4594522)",,,,5,,,,,
26167336,10935221495,0,109196963,residential,20 mph,Saint Michaels Park,False,True,17.55213059590444,"LINESTRING (-2.6026798 51.4595594, -2.6024541 51.4596311)",,,,5,,,,,
26167336,4414001238,0,4315918,residential,20 mph,Osborne Villas,False,True,115.02454666978046,"LINESTRING (-2.6026798 51.4595594, -2.6029079 51.4599008, -2.6019423 51.4601483, -2.6019325 51.4601356)",,,,6,,,,,
26167344,6835942108,0,296335306,service,,,False,False,116.83031605524482,"LINESTRING (-2.6023928 51.4579172, -2.6024556 51.4579496, -2.6025608 51.4580039, -2.6026031 51.4580273, -2.6026611 51.4580626, -2.6028612 51.4581984, -2.602867 51.4582023, -2.6028781 51.4582098, -2.6030115 51.4582999, -2.6030737 51.4583418, -2.6031385 51.4583856, -2.6031512 51.458395, -2.6031747 51.4584142, -2.603193 51.4584277, -2.6032272 51.4584475, -2.6032622 51.4584649, -2.6033175 51.4584889, -2.6033747 51.4585106, -2.6034151 51.4585242, -2.6034863 51.4585421, -2.6035125 51.4585516, -2.6035252 51.4585572, -2.6035363 51.4585635, -2.6035464 51.458572, -2.6035586 51.4585859, -2.603564 51.458594, -2.6035921 51.458636)",,,,,,permissive,,,
26167347,1250715152,0,420900900,residential,20 mph,Myrtle Road,False,False,20.952354109086542,"LINESTRING (-2.5996647 51.4606491, -2.5998964 51.460528)",,,,,,,,,
26167347,6226125726,0,4315927,residential,20 mph,Little Paul Street,False,False,40.193541428873516,"LINESTRING (-2.5996647 51.4606491, -2.5997507 51.460733, -2.5998094 51.4607941, -2.5998609 51.4608478, -2.5998887 51.4608827, -2.5999054 51.4609096, -2.5999162 51.4609322, -2.5999282 51.4609682)",,,,,,,,,
26167347,3033658145,0,"[4315925, 420900902]",residential,20 mph,Walker Street,False,True,44.6351736789353,"LINESTRING (-2.5996647 51.4606491, -2.5995191 51.460715, -2.5991418 51.4608836)",,,,,,,,,
26167350,1088981885,0,93769444,residential,20 mph,Little Paul Street,False,False,10.172036364925646,"LINESTRING (-2.6003616 51.4614958, -2.6002345 51.4615416)",,,,,,,,,
26167350,1088981890,0,93769444,residential,20 mph,Little Paul Street,False,True,6.965545937919301,"LINESTRING (-2.6003616 51.4614958, -2.6004486 51.4614644)",,,,,,,,,
26167350,6226125726,0,4315927,residential,20 mph,Little Paul Street,False,True,66.2550290318095,"LINESTRING (-2.6003616 51.4614958, -2.6003143 51.4614434, -2.6002146 51.4613395, -2.60016 51.4612778, -2.6000759 51.4611872, -2.6000534 51.4611623, -2.5999713 51.4610705, -2.5999551 51.4610413, -2.5999282 51.4609682)",,,,,,,,,
26167352,5211305714,0,4315928,residential,20 mph,Henrietta Street,False,False,76.08483504724678,"LINESTRING (-2.5992039 51.4614206, -2.5981932 51.4616883)",,,,,,,,,
26167352,26167353,0,4081700,residential,20 mph,Alfred Place,False,False,51.008573847830846,"LINESTRING (-2.5992039 51.4614206, -2.5990291 51.4612573, -2.5987948 51.4610392)",,,,,,,,,
26167352,1088981868,0,4081700,residential,20 mph,Alfred Place,False,True,31.50910511499775,"LINESTRING (-2.5992039 51.4614206, -2.5992362 51.4614567, -2.5993369 51.4615698, -2.5994128 51.4616721)",,,,,,,,,
26167353,3033658145,0,4315925,residential,20 mph,Walker Street,False,False,29.618986052668294,"LINESTRING (-2.5987948 51.4610392, -2.5991418 51.4608836)",,,,,,,,,
26167353,3033658141,0,177586090,residential,20 mph,Alfred Place,False,False,29.05446682267043,"LINESTRING (-2.5987948 51.4610392, -2.5985431 51.4608302)",,,,,,,,,
26167353,26167352,0,4081700,residential,20 mph,Alfred Place,False,True,51.008573847830846,"LINESTRING (-2.5987948 51.4610392, -2.5990291 51.4612573, -2.5992039 51.4614206)",,,,,,,,,
26167354,1036630663,0,4315920,unclassified,20 mph,Royal Fort Road,False,False,38.96258926490167,"LINESTRING (-2.6005611 51.458181, -2.600623 51.4581416, -2.6006484 51.4581305, -2.6006796 51.4581205, -2.6007313 51.4581085, -2.6007946 51.4580987, -2.6008616 51.4580904, -2.6009116 51.4580872, -2.6009924 51.4580835, -2.6010674 51.4580797, -2.6010799 51.4580792)",,,,5,,,,,
26167354,2334396122,0,4315920,unclassified,20 mph,Royal Fort Road,False,True,21.97004772246394,"LINESTRING (-2.6005611 51.458181, -2.6005217 51.4582107, -2.6004546 51.4582537, -2.6003442 51.458325)",,,,5,,,,,
26167368,546976542,0,43405342,pedestrian,,Park Lane,False,False,14.669864712421358,"LINESTRING (-2.5994764 51.4570328, -2.5993094 51.4569517)",,,,,,,,,
26167379,26151655,0,4315930,residential,,Clare Road,False,False,41.359298011591676,"LINESTRING (-2.5956977 51.4641201, -2.5953291 51.4644127)",,,,,,,,,
26167379,26151681,0,4345222,residential,20 mph,Cotham Side,False,False,24.685372243942542,"LINESTRING (-2.5956977 51.4641201, -2.5954222 51.4639793)",,,,,,,,,
26167379,21309756,0,4345222,residential,20 mph,Cotham Side,False,True,63.41960526558444,"LINESTRING (-2.5956977 51.4641201, -2.5964132 51.4644759)",,,,,,,,,
26170075,26170076,0,4316003,service,20 mph,Melrose Avenue,False,False,58.50824791519933,"LINESTRING (-2.6100474 51.4620887, -2.6104309 51.4625575)",,,,,,,,,
26170075,17585270,0,4316004,service,20 mph,Brighton Mews,False,False,93.24620726940535,"LINESTRING (-2.6100474 51.4620887, -2.609382 51.4623058, -2.6088535 51.4624759)",,,,,,,,,
26170075,26170081,0,"[4316004, 666359246]",service,20 mph,Brighton Mews,False,True,87.34674337366641,"LINESTRING (-2.6100474 51.4620887, -2.6104961 51.4619394, -2.6105109 51.4619287, -2.610514 51.4619164, -2.6101643 51.4615318)",,,,,,,,,
26170076,26170075,0,4316003,service,20 mph,Melrose Avenue,False,True,58.50824791519933,"LINESTRING (-2.6104309 51.4625575, -2.6100474 51.4620887)",,,,,,,,,
26170076,26150473,0,4316002,residential,20 mph,Sunningdale,True,False,70.44484483622713,"LINESTRING (-2.6104309 51.4625575, -2.6106513 51.4624957, -2.6110073 51.4629247)",,,,,,,,,
26170079,5517343419,0,4319667,residential,20 mph,Oakfield Road,False,False,44.48257515427377,"LINESTRING (-2.6109404 51.4611002, -2.6103861 51.4613021)",,,,10,,,,,
26170079,26170080,0,4319667,residential,20 mph,Oakfield Road,False,True,83.77172396748603,"LINESTRING (-2.6109404 51.4611002, -2.6120004 51.4607377)",,,,10,,,,,
26170079,26150472,0,4322384,residential,20 mph,Alexandra Road,False,True,176.53772960118505,"LINESTRING (-2.6109404 51.4611002, -2.6112546 51.4614264, -2.6122341 51.462468)",,,,,,,,,
26170080,26170079,0,4319667,residential,20 mph,Oakfield Road,False,False,83.77172396748603,"LINESTRING (-2.6120004 51.4607377, -2.6109404 51.4611002)",,,,10,,,,,
26170080,2882717824,0,4319667,residential,20 mph,Oakfield Road,False,True,2.960968340239279,"LINESTRING (-2.6120004 51.4607377, -2.6120391 51.4607264)",,,,10,,,,,
26170080,4590641787,0,4319668,residential,20 mph,Leigh Road,False,True,38.93952383625166,"LINESTRING (-2.6120004 51.4607377, -2.612301 51.4610336)",,,,,,,,,
26170081,26170082,0,666359246,service,20 mph,Brighton Mews,False,True,14.299119412828128,"LINESTRING (-2.6101643 51.4615318, -2.6100649 51.4614191)",,,,,,,,,
26170081,6238706573,0,4316005,service,,South Parade,False,False,116.22421560123826,"LINESTRING (-2.6101643 51.4615318, -2.6100358 51.4615963, -2.6098457 51.4616784, -2.6096472 51.4617549, -2.6094433 51.461824, -2.6091258 51.4619097, -2.6090075 51.4619295, -2.6088775 51.4619451, -2.6086643 51.4619619)",,,,,,,,,
26170081,26170075,0,"[4316004, 666359246]",service,20 mph,Brighton Mews,False,False,87.34674337366641,"LINESTRING (-2.6101643 51.4615318, -2.610514 51.4619164, -2.6105109 51.4619287, -2.6104961 51.4619394, -2.6100474 51.4620887)",,,,,,,,,
26170082,2472524812,0,4319667,residential,20 mph,Oakfield Road,False,False,59.834670912499305,"LINESTRING (-2.6100649 51.4614191, -2.6093155 51.4616866)",,,,10,,,,,
26170082,5517343419,0,4319667,residential,20 mph,Oakfield Road,False,True,25.776518488354366,"LINESTRING (-2.6100649 51.4614191, -2.6103861 51.4613021)",,,,10,,,,,
26170082,26170081,0,666359246,service,20 mph,Brighton Mews,False,False,14.299119412828128,"LINESTRING (-2.6100649 51.4614191, -2.6101643 51.4615318)",,,,,,,,,
26170085,17585270,0,3552331,primary,20 mph,Whiteladies Road,False,True,56.073525731493106,"LINESTRING (-2.6090421 51.4629663, -2.6088535 51.4624759)",2,A4018,,,,,,,
26170085,5825992764,0,4316001,residential,20 mph,Melrose Place,True,False,62.15496685562207,"LINESTRING (-2.6090421 51.4629663, -2.6098533 51.4627275)",,,,,,,,,
26170085,7113258773,0,3552331,primary,20 mph,Whiteladies Road,False,False,64.35449761167868,"LINESTRING (-2.6090421 51.4629663, -2.6092273 51.4634442, -2.6092607 51.4635288)",2,A4018,,,,,,,
26174095,1876656258,0,178180686,tertiary,20 mph,Prince Street,False,False,8.965829446244383,"LINESTRING (-2.5964858 51.4508412, -2.5964642 51.4509207)",2,,,,,,,,
26174095,279742579,0,178180686,tertiary,20 mph,Prince Street,False,True,20.13200605713024,"LINESTRING (-2.5964858 51.4508412, -2.5965344 51.4506627)",2,,,,,,,,
26174095,3022068834,0,"[4320040, 107437542]","['service', 'unclassified']",20 mph,Assembly Rooms Lane,False,"[False, True]",88.41765010723175,"LINESTRING (-2.5964858 51.4508412, -2.5965865 51.4508525, -2.5971604 51.4509167, -2.5973255 51.4509352, -2.5973024 51.4511983)",,,,,,,,,
26190219,26190220,0,285346607,pedestrian,,Millennium Promenade,False,True,103.5760077579865,"LINESTRING (-2.6011244 51.4499512, -2.6026074 51.449835)",,,,,,,,,
26190219,7741673001,0,829409809,pedestrian,,Millennium Promenade,False,False,3.4024911730073977,"LINESTRING (-2.6011244 51.4499512, -2.6010757 51.4499551)",,,,,,,,,
26190219,289541463,0,4313634,service,20 mph,Explore Lane,True,False,29.956647929839015,"LINESTRING (-2.6011244 51.4499512, -2.6011291 51.4500762, -2.6011497 51.45022)",,,,,,,,,
26190220,26190219,0,285346607,pedestrian,,Millennium Promenade,False,False,103.5760077579865,"LINESTRING (-2.6026074 51.449835, -2.6011244 51.4499512)",,,,,,,,,
26190220,2890143689,0,26199283,pedestrian,,Cathedral Walk,False,False,77.28564142568284,"LINESTRING (-2.6026074 51.449835, -2.6031423 51.449271, -2.603175 51.4492367)",,,,,,no,,,
26190220,975789095,0,26199283,pedestrian,,Cathedral Walk,False,True,37.68776259368941,"LINESTRING (-2.6026074 51.449835, -2.6023815 51.4500905, -2.6023472 51.4501326)",,,,,,no,,,
26190220,2890143697,0,285346607,pedestrian,,Millennium Promenade,False,True,63.617556583716144,"LINESTRING (-2.6026074 51.449835, -2.6032411 51.4497956, -2.6034038 51.4497444, -2.6034993 51.4497283)",,,,,,,,,
26190234,26190455,0,4316728,residential,20 mph,Church Lane,False,False,65.875926910745,"LINESTRING (-2.6131199 51.4499155, -2.6131033 51.4499488, -2.6130655 51.4500382, -2.6128774 51.4504883)",,,,,,,,,
26190455,26190457,0,"[4316728, 620988024]",residential,20 mph,Church Lane,False,False,65.10066793377605,"LINESTRING (-2.6128774 51.4504883, -2.6127768 51.4507599, -2.6127709 51.4507761, -2.6127211 51.4508948, -2.6126727 51.4509707, -2.6126 51.4510435)",,,,,,,,,
26190455,26190234,0,4316728,residential,20 mph,Church Lane,False,True,65.875926910745,"LINESTRING (-2.6128774 51.4504883, -2.6130655 51.4500382, -2.6131033 51.4499488, -2.6131199 51.4499155)",,,,,,,,,
26190455,8233623540,0,4316729,residential,20 mph,Argyle Place,False,True,66.71376254919132,"LINESTRING (-2.6128774 51.4504883, -2.6133393 51.450549, -2.6138249 51.4505929)",,,,,,,,,
26190455,26190518,0,"[194944270, 4316735]",residential,20 mph,"['Cliftonwood Crescent', 'Southernhay']",False,False,172.487255189106,"LINESTRING (-2.6128774 51.4504883, -2.6126489 51.4504542, -2.612587 51.4504471, -2.6125195 51.4504436, -2.6124458 51.450441, -2.6123133 51.4504417, -2.612167 51.4504446, -2.6121135 51.4504479, -2.6120622 51.4504532, -2.6119807 51.4504634, -2.611793 51.4504902, -2.6114731 51.4505445, -2.6111396 51.4506156, -2.6111137 51.450626, -2.6110953 51.4506344, -2.6110832 51.4506413, -2.611073 51.4506485, -2.611062 51.4506605, -2.611036 51.4507098, -2.6110185 51.4507501, -2.6110149 51.4507559, -2.6110075 51.4507621, -2.6109999 51.4507662, -2.6109823 51.4507724, -2.6106998 51.4508451, -2.6106604 51.45086, -2.6106251 51.4508754)",,,,,,,,,
26190457,26190477,0,4316734,residential,20 mph,Saint Edward's Road,False,False,52.034679894949804,"LINESTRING (-2.6126 51.4510435, -2.6119268 51.4510058, -2.6118521 51.4510016)",,,,,,,,,
26190457,26190461,0,620988024,residential,20 mph,Church Lane,False,False,83.37922126259787,"LINESTRING (-2.6126 51.4510435, -2.6125073 51.4511115, -2.6122242 51.4512392, -2.6119855 51.4513277, -2.6117924 51.4513956, -2.6116082 51.4514599)",,,,,,,,,
26190457,26190455,0,"[620988024, 4316728]",residential,20 mph,Church Lane,False,True,65.10066793377605,"LINESTRING (-2.6126 51.4510435, -2.6126727 51.4509707, -2.6127211 51.4508948, -2.6127709 51.4507761, -2.6127768 51.4507599, -2.6128774 51.4504883)",,,,,,,,,
26190461,26190505,0,4316737,residential,20 mph,Clifton Wood Road,False,False,42.68065351348086,"LINESTRING (-2.6116082 51.4514599, -2.6112854 51.451133)",,,,,,,,,
26190461,26190470,0,4316737,residential,20 mph,Clifton Wood Road,False,True,35.807937879729025,"LINESTRING (-2.6116082 51.4514599, -2.6119183 51.4517175)",,,,,,,,,
26190461,26190457,0,620988024,residential,20 mph,Church Lane,False,True,83.37922126259787,"LINESTRING (-2.6116082 51.4514599, -2.6117924 51.4513956, -2.6119855 51.4513277, -2.6122242 51.4512392, -2.6125073 51.4511115, -2.6126 51.4510435)",,,,,,,,,
26190463,26190468,0,4316732,residential,20 mph,Glentworth Road,False,False,93.20529600874758,"LINESTRING (-2.612128 51.4518918, -2.6109463 51.4522922)",,,,,,,,,
26190463,26190470,0,4316737,residential,20 mph,Clifton Wood Road,False,False,24.223581543427496,"LINESTRING (-2.612128 51.4518918, -2.6119183 51.4517175)",,,,,,,,,
26190463,21529973,0,4316737,residential,20 mph,Clifton Wood Road,False,True,115.14919367417738,"LINESTRING (-2.612128 51.4518918, -2.6123602 51.4520815, -2.6125378 51.4521721, -2.612908 51.452784)",,,,,,,,,
26190468,26190463,0,4316732,residential,20 mph,Glentworth Road,False,True,93.20529600874758,"LINESTRING (-2.6109463 51.4522922, -2.612128 51.4518918)",,,,,,,,,
26190468,299244729,0,8384714,residential,20 mph,Bellevue Crescent,False,False,160.47842731492577,"LINESTRING (-2.6109463 51.4522922, -2.6107104 51.4519904, -2.6105601 51.4518464, -2.6103658 51.4517001, -2.6101842 51.4515911, -2.6099881 51.4514861, -2.6097767 51.4513907, -2.6095504 51.4513043, -2.6094042 51.4512642)",,,,,,,,,
26190468,26190507,0,8384714,residential,20 mph,Bellevue Crescent,False,True,30.19841036082206,"LINESTRING (-2.6109463 51.4522922, -2.6109925 51.4524086, -2.6110154 51.4525596)",,,,,,,,,
26190470,26190474,0,4316731,residential,20 mph,Randall Road,False,True,138.25439882792526,"LINESTRING (-2.6119183 51.4517175, -2.6136326 51.4510814)",,,,,,,,,
26190470,26190461,0,4316737,residential,20 mph,Clifton Wood Road,False,False,35.807937879729025,"LINESTRING (-2.6119183 51.4517175, -2.6116082 51.4514599)",,,,,,,,,
26190470,26190463,0,4316737,residential,20 mph,Clifton Wood Road,False,True,24.223581543427496,"LINESTRING (-2.6119183 51.4517175, -2.612128 51.4518918)",,,,,,,,,
26190474,26190470,0,4316731,residential,20 mph,Randall Road,False,False,138.25439882792526,"LINESTRING (-2.6136326 51.4510814, -2.6119183 51.4517175)",,,,,,,,,
26190477,26190457,0,4316734,residential,20 mph,Saint Edward's Road,False,True,52.034679894949804,"LINESTRING (-2.6118521 51.4510016, -2.6119268 51.4510058, -2.6126 51.4510435)",,,,,,,,,
26190486,8233623540,0,4316729,residential,20 mph,Argyle Place,False,False,23.955314118705438,"LINESTRING (-2.614167 51.4506239, -2.6138249 51.4505929)",,,,,,,,,
26190486,299245722,0,"[8384713, 483554830]",residential,20 mph,Ambrose Road,False,True,202.07733414306418,"LINESTRING (-2.614167 51.4506239, -2.6144975 51.4506084, -2.6148408 51.4505636, -2.6149538 51.4505626, -2.6156395 51.4506557, -2.6159733 51.4506656, -2.6162832 51.45065, -2.616416 51.4506369, -2.6165295 51.4506071, -2.6166044 51.4505766, -2.6166758 51.4505142, -2.6167442 51.4503804, -2.6167953 51.4503431)",,,,,,,,,
26190486,26190490,0,69590794,residential,20 mph,Ambra Vale East,False,True,183.51700998798194,"LINESTRING (-2.614167 51.4506239, -2.6147681 51.4507516, -2.6152911 51.4508848, -2.6158869 51.4510433, -2.6162138 51.4511209, -2.6166118 51.4511869, -2.6166506 51.4511872)",,,,,,,,,
26190490,430685705,0,8384712,residential,20 mph,Ambra Vale,False,True,39.70165141224759,"LINESTRING (-2.6166506 51.4511872, -2.6171122 51.4509757)",,,,,,,,,
26190490,26190491,0,4316730,residential,20 mph,Ambra Vale West,False,True,53.266045241093735,"LINESTRING (-2.6166506 51.4511872, -2.6168489 51.4512323, -2.6173581 51.4513739)",,,,,,,,,
26190490,26190486,0,69590794,residential,20 mph,Ambra Vale East,False,False,183.51700998798194,"LINESTRING (-2.6166506 51.4511872, -2.6166118 51.4511869, -2.6162138 51.4511209, -2.6158869 51.4510433, -2.6152911 51.4508848, -2.6147681 51.4507516, -2.614167 51.4506239)",,,,,,,,,
26190491,26190490,0,4316730,residential,20 mph,Ambra Vale West,False,False,53.266045241093735,"LINESTRING (-2.6173581 51.4513739, -2.6168489 51.4512323, -2.6166506 51.4511872)",,,,,,,,,
26190497,25954712,0,4319743,residential,20 mph,Goldney Road,False,False,174.07639186842732,"LINESTRING (-2.6161193 51.4516885, -2.6165069 51.4517454, -2.6167217 51.4517896, -2.6168718 51.4518411, -2.6169556 51.4518821, -2.6170189 51.4519225, -2.6170722 51.4519732, -2.6170968 51.4520088, -2.6171031 51.4520267, -2.6171051 51.4520501, -2.6171038 51.4520864, -2.6170991 51.4521169, -2.6170924 51.4521345, -2.6170429 51.4522367, -2.6170126 51.4523317, -2.6170116 51.4523463, -2.6170105 51.4523614, -2.6170126 51.4523789, -2.6170156 51.4523917, -2.6170236 51.4524057, -2.6170349 51.4524188, -2.617095 51.4524726, -2.6174323 51.4527282, -2.6174622 51.4527524)",,,,,,,,,
26190505,26190461,0,4316737,residential,20 mph,Clifton Wood Road,False,True,42.68065351348086,"LINESTRING (-2.6112854 51.451133, -2.6116082 51.4514599)",,,,,,,,,
